"Sonda lambda - Banco 1, sensor 1","Ajuste de combustível de curto prazo - Banco 1, sensor 1","Sonda lambda - Banco 1, sensor 2",Pressão barométrica,Estado do sistema de combustível,Carga calculada do motor,Temperatura do líquido de arrefecimento do motor - CTS,Ajuste de combustível de curto prazo - Banco 1,Ajuste de combustível de longo prazo - Banco 1,Pressão no coletor de admissão - MAP,Tensão do módulo,Rotação do motor - RPM,Carga absoluta do motor,Posição relativa da borboleta - TPS,Temperatura do ar admitido - ACT,Temperatura do ar ambiente,Posição absoluta da borboleta - Sensor B,Posição absoluta da borboleta - TPS,Nº de falhas na memória,Altitude
0.91 V,0 %,0.82 V,1010 mbar,N/A null,0 %,88 °C,0 %,-1 %,1010 mbar,13.21 V,0 rpm,0 %,4 %,67 °C,18 °C,15 %,15 %,2 null,2 m
0.91 V,0 %,0.80 V,1010 mbar,N/A null,0 %,88 °C,0 %,-1 %,1010 mbar,13.21 V,0 rpm,0 %,4 %,67 °C,18 °C,15 %,15 %,2 null,2 m
0.90 V,0 %,0.79 V,1010 mbar,N/A null,0 %,88 °C,0 %,-1 %,1010 mbar,13.21 V,0 rpm,0 %,4 %,67 °C,18 °C,15 %,15 %,2 null,2 m
0.90 V,0 %,0.77 V,1010 mbar,N/A null,0 %,88 °C,0 %,-1 %,970 mbar,10.56 V,193 rpm,109 %,3 %,67 °C,18 °C,13 %,13 %,2 null,2 m
0.89 V,0 %,0.77 V,1010 mbar,Malha aberta - condição de codução null,63 %,88 °C,0 %,-1 %,750 mbar,13.87 V,747 rpm,40 %,1 %,67 °C,18 °C,12 %,12 %,2 null,2 m
0.91 V,0 %,0.77 V,1010 mbar,Malha aberta - condição de codução null,40 %,88 °C,0 %,-1 %,550 mbar,13.87 V,677 rpm,30 %,1 %,67 °C,18 °C,12 %,11 %,2 null,2 m
0.90 V,0 %,0.75 V,1010 mbar,Malha aberta - condição de codução null,34 %,89 °C,0 %,-1 %,470 mbar,13.96 V,665 rpm,25 %,1 %,67 °C,18 °C,11 %,11 %,2 null,2 m
0.89 V,0 %,0.72 V,1010 mbar,Malha aberta - condição de codução null,29 %,90 °C,0 %,-1 %,410 mbar,14.05 V,666 rpm,22 %,1 %,67 °C,,,,,2 m
0.88 V,-2 %,0.70 V,,,26 %,90 °C,,,,,655 rpm,,,,,,,,2 m
0.87 V,-2 %,0.69 V,,,25 %,90 °C,,,,,661 rpm,,,,,,,,2 m
0.87 V,-2 %,0.69 V,,,25 %,90 °C,,,,,661 rpm,,,,,,,,2 m
0.87 V,-2 %,0.68 V,,,25 %,90 °C,,,,,658 rpm,,,,,,,,2 m
0.87 V,-2 %,0.68 V,,,25 %,90 °C,,,,,664 rpm,,,,,,,,2 m
0.87 V,-3 %,0.67 V,,,25 %,90 °C,,,,,649 rpm,,,,,,,,2 m
0.87 V,-3 %,0.67 V,,,24 %,90 °C,,,,,655 rpm,,,,,,,,2 m
0.86 V,-4 %,0.67 V,,,24 %,90 °C,,,,,653 rpm,,,,,,,,2 m
0.86 V,-4 %,0.66 V,,,24 %,90 °C,,,,,664 rpm,,,,,,,,2 m
0.86 V,-4 %,0.66 V,,,24 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.86 V,-5 %,0.65 V,,,24 %,90 °C,,,,,656 rpm,,,,,,,,2 m
0.85 V,-5 %,0.65 V,,,24 %,90 °C,,,,,661 rpm,,,,,,,,2 m
0.85 V,-5 %,0.64 V,,,24 %,90 °C,,,,,669 rpm,,,,,,,,2 m
0.85 V,-5 %,0.64 V,,,24 %,90 °C,,,,,664 rpm,,,,,,,,2 m
0.85 V,-5 %,0.63 V,,,24 %,90 °C,,,,,663 rpm,,,,,,,,2 m
0.84 V,-5 %,0.63 V,,,24 %,90 °C,,,,,646 rpm,,,,,,,,2 m
0.84 V,-6 %,0.62 V,,,24 %,90 °C,,,,,646 rpm,,,,,,,,2 m
0.84 V,-6 %,0.62 V,,,24 %,90 °C,,,,,661 rpm,,,,,,,,2 m
0.83 V,-7 %,0.61 V,,,23 %,90 °C,,,,,662 rpm,,,,,,,,2 m
0.83 V,-7 %,0.61 V,,,23 %,90 °C,,,,,666 rpm,,,,,,,,2 m
0.83 V,-7 %,0.61 V,,,23 %,90 °C,,,,,652 rpm,,,,,,,,2 m
0.83 V,-8 %,0.60 V,,,23 %,90 °C,,,,,658 rpm,,,,,,,,2 m
0.82 V,-8 %,0.60 V,,,23 %,90 °C,,,,,647 rpm,,,,,,,,2 m
0.82 V,-9 %,0.60 V,,,23 %,90 °C,,,,,649 rpm,,,,,,,,2 m
0.82 V,-9 %,0.59 V,,,23 %,90 °C,,,,,653 rpm,,,,,,,,2 m
0.81 V,-9 %,0.59 V,,,23 %,90 °C,,,,,656 rpm,,,,,,,,2 m
0.81 V,-9 %,0.59 V,,,23 %,90 °C,,,,,667 rpm,,,,,,,,2 m
0.80 V,-9 %,0.58 V,,,23 %,90 °C,,,,,662 rpm,,,,,,,,2 m
0.79 V,-9 %,0.58 V,,,23 %,90 °C,,,,,664 rpm,,,,,,,,2 m
0.78 V,-10 %,0.57 V,,,23 %,90 °C,,,,,655 rpm,,,,,,,,2 m
0.77 V,-10 %,0.56 V,,,23 %,90 °C,,,,,659 rpm,,,,,,,,2 m
0.75 V,-11 %,0.54 V,,,23 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.73 V,-11 %,0.53 V,,,23 %,90 °C,,,,,654 rpm,,,,,,,,2 m
0.70 V,-11 %,0.51 V,,,23 %,90 °C,,,,,644 rpm,,,,,,,,2 m
0.66 V,-12 %,0.48 V,,,25 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.62 V,-12 %,0.45 V,,,25 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.54 V,-12 %,0.42 V,,,24 %,90 °C,,,,,661 rpm,,,,,,,,2 m
0.27 V,-10 %,0.35 V,,,24 %,90 °C,,,,,655 rpm,,,,,,,,2 m
0.09 V,-10 %,0.24 V,,,24 %,90 °C,,,,,652 rpm,,,,,,,,2 m
0.07 V,-9 %,0.12 V,,,24 %,90 °C,,,,,659 rpm,,,,,,,,2 m
0.06 V,-9 %,0.05 V,,,24 %,90 °C,,,,,666 rpm,,,,,,,,2 m
0.05 V,-9 %,0.02 V,,,23 %,90 °C,,,,,648 rpm,,,,,,,,2 m
0.05 V,-9 %,0.01 V,,,24 %,90 °C,,,,,660 rpm,,,,,,,,2 m
0.05 V,-9 %,0.00 V,,,24 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.05 V,-9 %,0.00 V,,,24 %,90 °C,,,,,667 rpm,,,,,,,,2 m
0.05 V,-8 %,0.00 V,,,24 %,90 °C,,,,,663 rpm,,,,,,,,2 m
0.05 V,-8 %,0.00 V,,,24 %,90 °C,,,,,652 rpm,,,,,,,,2 m
0.05 V,-7 %,0.01 V,,,24 %,90 °C,,,,,670 rpm,,,,,,,,2 m
0.05 V,-7 %,0.01 V,,,24 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.05 V,-7 %,0.02 V,,,24 %,90 °C,,,,,675 rpm,,,,,,,,2 m
0.05 V,-6 %,0.03 V,,,24 %,90 °C,,,,,671 rpm,,,,,,,,2 m
0.05 V,-6 %,0.03 V,,,24 %,90 °C,,,,,642 rpm,,,,,,,,2 m
0.05 V,-6 %,0.04 V,,,24 %,90 °C,,,,,637 rpm,,,,,,,,2 m
0.05 V,-5 %,0.04 V,,,23 %,90 °C,,,,,661 rpm,,,,,,,,2 m
0.05 V,-5 %,0.05 V,,,23 %,90 °C,,,,,671 rpm,,,,,,,,2 m
0.05 V,-5 %,0.05 V,,,23 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.05 V,-5 %,0.05 V,,,23 %,90 °C,,,,,642 rpm,,,,,,,,2 m
0.06 V,-5 %,0.06 V,,,23 %,90 °C,,,,,646 rpm,,,,,,,,2 m
0.06 V,-4 %,0.06 V,,,23 %,90 °C,,,,,658 rpm,,,,,,,,2 m
0.06 V,-4 %,0.06 V,,,23 %,90 °C,,,,,634 rpm,,,,,,,,2 m
0.06 V,-4 %,0.07 V,,,23 %,90 °C,,,,,661 rpm,,,,,,,,2 m
0.06 V,-3 %,0.07 V,,,23 %,90 °C,,,,,673 rpm,,,,,,,,2 m
0.06 V,-3 %,0.07 V,,,23 %,90 °C,,,,,668 rpm,,,,,,,,2 m
0.07 V,-3 %,0.08 V,,,23 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.07 V,-2 %,0.08 V,,,22 %,90 °C,,,,,670 rpm,,,,,,,,2 m
0.07 V,-2 %,0.08 V,,,22 %,90 °C,,,,,669 rpm,,,,,,,,2 m
0.07 V,-2 %,0.08 V,,,22 %,90 °C,,,,,663 rpm,,,,,,,,2 m
0.08 V,-2 %,0.08 V,,,22 %,90 °C,,,,,663 rpm,,,,,,,,2 m
0.08 V,-2 %,0.09 V,,,22 %,90 °C,,,,,663 rpm,,,,,,,,2 m
0.09 V,-1 %,0.09 V,,,22 %,90 °C,,,,,656 rpm,,,,,,,,2 m
0.10 V,-1 %,0.09 V,,,22 %,90 °C,,,,,658 rpm,,,,,,,,2 m
0.18 V,-1 %,0.09 V,,,22 %,90 °C,,,,,658 rpm,,,,,,,,2 m
0.66 V,0 %,0.10 V,,,22 %,90 °C,,,,,658 rpm,,,,,,,,2 m
0.73 V,0 %,0.10 V,,,22 %,90 °C,,,,,661 rpm,,,,,,,,2 m
0.77 V,0 %,0.11 V,,,22 %,90 °C,,,,,646 rpm,,,,,,,,2 m
0.79 V,0 %,0.18 V,,,22 %,90 °C,,,,,659 rpm,,,,,,,,2 m
0.79 V,0 %,0.61 V,,,22 %,90 °C,,,,,667 rpm,,,,,,,,2 m
0.80 V,0 %,0.70 V,,,22 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.80 V,0 %,0.76 V,,,22 %,90 °C,,,,,649 rpm,,,,,,,,2 m
0.80 V,-2 %,0.77 V,,,22 %,90 °C,,,,,658 rpm,,,,,,,,2 m
0.80 V,-2 %,0.77 V,,,22 %,90 °C,,,,,672 rpm,,,,,,,,2 m
0.80 V,-3 %,0.77 V,,,22 %,90 °C,,,,,669 rpm,,,,,,,,2 m
0.80 V,-3 %,0.77 V,,,22 %,90 °C,,,,,660 rpm,,,,,,,,2 m
0.79 V,-3 %,0.75 V,,,22 %,90 °C,,,,,628 rpm,,,,,,,,2 m
0.78 V,-3 %,0.74 V,,,23 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.77 V,-4 %,0.71 V,,,24 %,90 °C,,,,,664 rpm,,,,,,,,2 m
0.76 V,-4 %,0.66 V,,,23 %,90 °C,,,,,672 rpm,,,,,,,,2 m
0.77 V,-5 %,0.61 V,,,22 %,90 °C,,,,,670 rpm,,,,,,,,2 m
0.77 V,-5 %,0.60 V,,,22 %,90 °C,,,,,663 rpm,,,,,,,,2 m
0.75 V,-5 %,0.45 V,,,22 %,90 °C,,,,,649 rpm,,,,,,,,2 m
0.73 V,-5 %,0.23 V,,,22 %,90 °C,,,,,648 rpm,,,,,,,,2 m
0.68 V,-5 %,0.09 V,,,22 %,90 °C,,,,,661 rpm,,,,,,,,2 m
0.60 V,-5 %,0.08 V,,,22 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.32 V,-4 %,0.07 V,,,22 %,90 °C,,,,,660 rpm,,,,,,,,2 m
0.08 V,-4 %,0.07 V,,,23 %,90 °C,,,,,649 rpm,,,,,,,,2 m
0.07 V,-3 %,0.07 V,,,23 %,90 °C,,,,,671 rpm,,,,,,,,2 m
0.07 V,-3 %,0.06 V,,,23 %,90 °C,,,,,672 rpm,,,,,,,,2 m
0.07 V,-3 %,0.06 V,,,23 %,90 °C,,,,,670 rpm,,,,,,,,2 m
0.07 V,-2 %,0.06 V,,,23 %,90 °C,,,,,656 rpm,,,,,,,,2 m
0.07 V,-2 %,0.06 V,,,22 %,90 °C,,,,,663 rpm,,,,,,,,2 m
0.07 V,-2 %,0.06 V,,,22 %,90 °C,,,,,661 rpm,,,,,,,,2 m
0.07 V,-2 %,0.06 V,,,22 %,90 °C,,,,,663 rpm,,,,,,,,2 m
0.07 V,-2 %,0.07 V,,,22 %,90 °C,,,,,671 rpm,,,,,,,,2 m
0.07 V,-2 %,0.07 V,,,22 %,90 °C,,,,,662 rpm,,,,,,,,2 m
0.07 V,-1 %,0.07 V,,,22 %,90 °C,,,,,667 rpm,,,,,,,,2 m
0.08 V,-1 %,0.07 V,,,22 %,90 °C,,,,,641 rpm,,,,,,,,2 m
0.11 V,-1 %,0.08 V,,,22 %,90 °C,,,,,655 rpm,,,,,,,,2 m
0.15 V,0 %,0.08 V,,,22 %,90 °C,,,,,662 rpm,,,,,,,,2 m
0.31 V,0 %,0.09 V,,,22 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.71 V,0 %,0.09 V,,,22 %,90 °C,,,,,674 rpm,,,,,,,,2 m
0.75 V,0 %,0.10 V,,,22 %,90 °C,,,,,656 rpm,,,,,,,,2 m
0.76 V,0 %,0.12 V,,,22 %,90 °C,,,,,676 rpm,,,,,,,,2 m
0.76 V,0 %,0.13 V,,,22 %,90 °C,,,,,661 rpm,,,,,,,,2 m
0.77 V,0 %,0.57 V,,,23 %,90 °C,,,,,653 rpm,,,,,,,,2 m
0.77 V,0 %,0.67 V,,,23 %,90 °C,,,,,659 rpm,,,,,,,,2 m
0.77 V,-2 %,0.68 V,,,22 %,90 °C,,,,,670 rpm,,,,,,,,2 m
0.78 V,-2 %,0.71 V,,,22 %,90 °C,,,,,675 rpm,,,,,,,,2 m
0.77 V,-2 %,0.71 V,,,22 %,90 °C,,,,,666 rpm,,,,,,,,2 m
0.77 V,-2 %,0.67 V,,,22 %,90 °C,,,,,650 rpm,,,,,,,,2 m
0.76 V,-3 %,0.60 V,,,22 %,90 °C,,,,,642 rpm,,,,,,,,2 m
0.74 V,-3 %,0.53 V,,,22 %,90 °C,,,,,656 rpm,,,,,,,,2 m
0.69 V,-3 %,0.22 V,,,22 %,90 °C,,,,,670 rpm,,,,,,,,2 m
0.66 V,-3 %,0.08 V,,,22 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.64 V,-4 %,0.08 V,,,22 %,90 °C,,,,,653 rpm,,,,,,,,2 m
0.59 V,-4 %,0.07 V,,,23 %,90 °C,,,,,647 rpm,,,,,,,,2 m
0.28 V,-2 %,0.07 V,,,23 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.09 V,-2 %,0.07 V,,,22 %,90 °C,,,,,653 rpm,,,,,,,,2 m
0.08 V,-2 %,0.06 V,,,22 %,90 °C,,,,,647 rpm,,,,,,,,2 m
0.08 V,-2 %,0.06 V,,,22 %,90 °C,,,,,648 rpm,,,,,,,,2 m
0.08 V,-2 %,0.06 V,,,22 %,90 °C,,,,,664 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,22 %,90 °C,,,,,673 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,22 %,90 °C,,,,,670 rpm,,,,,,,,2 m
0.08 V,-1 %,0.07 V,,,22 %,90 °C,,,,,667 rpm,,,,,,,,2 m
0.08 V,0 %,0.07 V,,,22 %,90 °C,,,,,655 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,90 °C,,,,,651 rpm,,,,,,,,2 m
0.10 V,0 %,0.07 V,,,22 %,91 °C,,,,,663 rpm,,,,,,,,2 m
0.10 V,1 %,0.07 V,,,22 %,90 °C,,,,,658 rpm,,,,,,,,2 m
0.10 V,1 %,0.08 V,,,22 %,90 °C,,,,,670 rpm,,,,,,,,2 m
0.12 V,1 %,0.08 V,,,22 %,90 °C,,,,,674 rpm,,,,,,,,2 m
0.15 V,2 %,0.09 V,,,22 %,90 °C,,,,,644 rpm,,,,,,,,2 m
0.66 V,2 %,0.10 V,,,22 %,90 °C,,,,,635 rpm,,,,,,,,2 m
0.71 V,2 %,0.11 V,,,22 %,90 °C,,,,,667 rpm,,,,,,,,2 m
0.71 V,2 %,0.11 V,,,23 %,90 °C,,,,,667 rpm,,,,,,,,2 m
0.74 V,2 %,0.13 V,,,22 %,90 °C,,,,,659 rpm,,,,,,,,2 m
0.77 V,2 %,0.48 V,,,22 %,90 °C,,,,,656 rpm,,,,,,,,2 m
0.77 V,2 %,0.65 V,,,22 %,91 °C,,,,,658 rpm,,,,,,,,2 m
0.76 V,2 %,0.66 V,,,22 %,90 °C,,,,,666 rpm,,,,,,,,2 m
0.76 V,-1 %,0.64 V,,,22 %,90 °C,,,,,668 rpm,,,,,,,,2 m
0.76 V,-1 %,0.64 V,,,22 %,90 °C,,,,,670 rpm,,,,,,,,2 m
0.75 V,-1 %,0.63 V,,,22 %,91 °C,,,,,658 rpm,,,,,,,,2 m
0.74 V,-2 %,0.63 V,,,22 %,90 °C,,,,,651 rpm,,,,,,,,2 m
0.74 V,-2 %,0.62 V,,,22 %,91 °C,,,,,650 rpm,,,,,,,,2 m
0.73 V,-2 %,0.56 V,,,22 %,90 °C,,,,,660 rpm,,,,,,,,2 m
0.72 V,-2 %,0.16 V,,,22 %,90 °C,,,,,662 rpm,,,,,,,,2 m
0.70 V,-2 %,0.09 V,,,22 %,90 °C,,,,,651 rpm,,,,,,,,2 m
0.68 V,-2 %,0.09 V,,,22 %,91 °C,,,,,647 rpm,,,,,,,,2 m
0.67 V,-2 %,0.08 V,,,22 %,90 °C,,,,,671 rpm,,,,,,,,2 m
0.61 V,-3 %,0.08 V,,,22 %,90 °C,,,,,650 rpm,,,,,,,,2 m
0.40 V,-2 %,0.07 V,,,24 %,91 °C,,,,,667 rpm,,,,,,,,2 m
0.12 V,-1 %,0.07 V,,,23 %,91 °C,,,,,670 rpm,,,,,,,,2 m
0.08 V,-1 %,0.07 V,,,22 %,91 °C,,,,,655 rpm,,,,,,,,2 m
0.09 V,-1 %,0.07 V,,,22 %,90 °C,,,,,665 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,91 °C,,,,,649 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,91 °C,,,,,655 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,23 %,91 °C,,,,,667 rpm,,,,,,,,2 m
0.09 V,1 %,0.07 V,,,23 %,91 °C,,,,,678 rpm,,,,,,,,2 m
0.10 V,1 %,0.08 V,,,23 %,91 °C,,,,,662 rpm,,,,,,,,2 m
0.22 V,1 %,0.08 V,,,23 %,91 °C,,,,,638 rpm,,,,,,,,2 m
0.68 V,2 %,0.09 V,,,23 %,91 °C,,,,,654 rpm,,,,,,,,2 m
0.71 V,2 %,0.09 V,,,22 %,91 °C,,,,,670 rpm,,,,,,,,2 m
0.71 V,2 %,0.09 V,,,22 %,91 °C,,,,,664 rpm,,,,,,,,2 m
0.71 V,2 %,0.09 V,,,22 %,91 °C,,,,,665 rpm,,,,,,,,2 m
0.71 V,2 %,0.08 V,,,22 %,92 °C,,,,,644 rpm,,,,,,,,2 m
0.71 V,2 %,0.08 V,,,22 %,91 °C,,,,,653 rpm,,,,,,,,2 m
0.71 V,-1 %,0.09 V,,,22 %,91 °C,,,,,673 rpm,,,,,,,,2 m
0.73 V,-1 %,0.09 V,,,22 %,91 °C,,,,,662 rpm,,,,,,,,2 m
0.73 V,-1 %,0.10 V,,,22 %,91 °C,,,,,654 rpm,,,,,,,,2 m
0.72 V,-2 %,0.11 V,,,22 %,91 °C,,,,,646 rpm,,,,,,,,2 m
0.71 V,-2 %,0.10 V,,,22 %,91 °C,,,,,658 rpm,,,,,,,,2 m
0.70 V,-2 %,0.10 V,,,22 %,91 °C,,,,,663 rpm,,,,,,,,2 m
0.69 V,-2 %,0.09 V,,,22 %,92 °C,,,,,656 rpm,,,,,,,,2 m
0.67 V,-2 %,0.08 V,,,22 %,91 °C,,,,,653 rpm,,,,,,,,2 m
0.62 V,-2 %,0.07 V,,,22 %,91 °C,,,,,665 rpm,,,,,,,,2 m
0.47 V,-3 %,0.07 V,,,22 %,91 °C,,,,,670 rpm,,,,,,,,2 m
0.15 V,-1 %,0.07 V,,,22 %,91 °C,,,,,660 rpm,,,,,,,,2 m
0.09 V,-1 %,0.07 V,,,22 %,91 °C,,,,,658 rpm,,,,,,,,2 m
0.08 V,0 %,0.07 V,,,22 %,92 °C,,,,,678 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,91 °C,,,,,658 rpm,,,,,,,,2 m
0.22 V,0 %,0.11 V,,,22 %,92 °C,,,,,656 rpm,,,,,,,,2 m
0.77 V,0 %,0.76 V,,,22 %,91 °C,,,,,667 rpm,,,,,,,,2 m
0.83 V,0 %,0.84 V,,,22 %,92 °C,,,,,670 rpm,,,,,,,,2 m
0.86 V,0 %,0.86 V,,,22 %,92 °C,,,,,672 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,22 %,91 °C,,,,,667 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,21 %,91 °C,,,,,664 rpm,,,,,,,,2 m
0.87 V,0 %,0.87 V,,,20 %,91 °C,,,,,657 rpm,,,,,,,,2 m
0.87 V,-2 %,0.87 V,,,21 %,91 °C,,,,,642 rpm,,,,,,,,2 m
0.87 V,-2 %,0.87 V,,,22 %,92 °C,,,,,654 rpm,,,,,,,,2 m
0.86 V,-2 %,0.86 V,,,22 %,91 °C,,,,,662 rpm,,,,,,,,2 m
0.86 V,-2 %,0.85 V,,,22 %,92 °C,,,,,661 rpm,,,,,,,,2 m
0.85 V,-2 %,0.84 V,,,22 %,92 °C,,,,,655 rpm,,,,,,,,2 m
0.84 V,-3 %,0.83 V,,,22 %,92 °C,,,,,649 rpm,,,,,,,,2 m
0.83 V,-3 %,0.82 V,,,21 %,92 °C,,,,,663 rpm,,,,,,,,2 m
0.82 V,-3 %,0.80 V,,,21 %,92 °C,,,,,666 rpm,,,,,,,,2 m
0.80 V,-4 %,0.78 V,,,22 %,92 °C,,,,,661 rpm,,,,,,,,2 m
0.78 V,-4 %,0.77 V,,,22 %,91 °C,,,,,654 rpm,,,,,,,,2 m
0.77 V,-4 %,0.75 V,,,22 %,92 °C,,,,,669 rpm,,,,,,,,2 m
0.76 V,-5 %,0.74 V,,,22 %,91 °C,,,,,655 rpm,,,,,,,,2 m
0.75 V,-5 %,0.71 V,,,22 %,92 °C,,,,,663 rpm,,,,,,,,2 m
0.72 V,-5 %,0.66 V,,,22 %,92 °C,,,,,661 rpm,,,,,,,,2 m
0.68 V,-5 %,0.36 V,,,22 %,92 °C,,,,,656 rpm,,,,,,,,2 m
0.64 V,-5 %,0.07 V,,,22 %,92 °C,,,,,661 rpm,,,,,,,,2 m
0.56 V,-5 %,0.06 V,,,22 %,92 °C,,,,,666 rpm,,,,,,,,2 m
0.09 V,-4 %,0.06 V,,,22 %,92 °C,,,,,664 rpm,,,,,,,,2 m
0.07 V,-4 %,0.06 V,,,22 %,92 °C,,,,,652 rpm,,,,,,,,2 m
0.06 V,-3 %,0.05 V,,,22 %,92 °C,,,,,648 rpm,,,,,,,,2 m
0.06 V,-3 %,0.05 V,,,22 %,92 °C,,,,,677 rpm,,,,,,,,2 m
0.07 V,-3 %,0.06 V,,,23 %,92 °C,,,,,658 rpm,,,,,,,,2 m
0.07 V,-2 %,0.06 V,,,23 %,92 °C,,,,,652 rpm,,,,,,,,2 m
0.07 V,-2 %,0.06 V,,,22 %,92 °C,,,,,633 rpm,,,,,,,,2 m
0.07 V,-2 %,0.06 V,,,22 %,92 °C,,,,,655 rpm,,,,,,,,2 m
0.07 V,-2 %,0.06 V,,,22 %,92 °C,,,,,668 rpm,,,,,,,,2 m
0.07 V,-2 %,0.06 V,,,22 %,92 °C,,,,,673 rpm,,,,,,,,2 m
0.07 V,-1 %,0.06 V,,,22 %,92 °C,,,,,668 rpm,,,,,,,,2 m
0.07 V,-1 %,0.06 V,,,22 %,92 °C,,,,,650 rpm,,,,,,,,2 m
0.08 V,-1 %,0.06 V,,,23 %,92 °C,,,,,650 rpm,,,,,,,,2 m
0.08 V,0 %,0.07 V,,,23 %,92 °C,,,,,673 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,22 %,92 °C,,,,,670 rpm,,,,,,,,2 m
0.09 V,0 %,0.07 V,,,23 %,92 °C,,,,,657 rpm,,,,,,,,2 m
0.10 V,1 %,0.07 V,,,23 %,92 °C,,,,,632 rpm,,,,,,,,2 m
0.11 V,1 %,0.07 V,,,23 %,92 °C,,,,,648 rpm,,,,,,,,2 m
0.13 V,2 %,0.08 V,,,23 %,92 °C,,,,,677 rpm,,,,,,,,2 m
0.16 V,2 %,0.08 V,,,24 %,92 °C,,,,,679 rpm,,,,,,,,2 m
0.65 V,2 %,0.08 V,,,23 %,92 °C,,,,,668 rpm,,,,,,,,2 m
0.73 V,2 %,0.09 V,,,23 %,92 °C,,,,,671 rpm,,,,,,,,2 m
0.73 V,2 %,0.16 V,,,23 %,92 °C,,,,,653 rpm,,,,,,,,2 m
0.74 V,2 %,0.43 V,,,22 %,92 °C,,,,,672 rpm,,,,,,,,2 m
0.74 V,2 %,0.56 V,,,22 %,92 °C,,,,,668 rpm,,,,,,,,2 m
0.75 V,2 %,0.61 V,,,22 %,92 °C,,,,,662 rpm,,,,,,,,2 m
0.76 V,2 %,0.64 V,,,22 %,92 °C,,,,,652 rpm,,,,,,,,2 m
0.76 V,0 %,0.66 V,,,22 %,92 °C,,,,,661 rpm,,,,,,,,2 m
0.76 V,-1 %,0.66 V,,,22 %,92 °C,,,,,687 rpm,,,,,,,,2 m
0.76 V,-1 %,0.67 V,,,22 %,92 °C,,,,,647 rpm,,,,,,,,2 m
0.79 V,-1 %,0.75 V,,,22 %,92 °C,,,,,630 rpm,,,,,,,,2 m
0.83 V,-2 %,0.82 V,,,23 %,92 °C,,,,,643 rpm,,,,,,,,2 m
0.86 V,-2 %,0.86 V,,,24 %,92 °C,,,,,609 rpm,,,,,,,,2 m
0.87 V,-2 %,0.87 V,,,25 %,92 °C,,,,,676 rpm,,,,,,,,2 m
0.89 V,-2 %,0.88 V,,,24 %,92 °C,,,,,679 rpm,,,,,,,,2 m
0.89 V,-2 %,0.89 V,,,23 %,92 °C,,,,,656 rpm,,,,,,,,2 m
0.89 V,-2 %,0.89 V,,,23 %,92 °C,,,,,658 rpm,,,,,,,,2 m
0.89 V,-3 %,0.88 V,,,22 %,92 °C,,,,,672 rpm,,,,,,,,2 m
0.89 V,-3 %,0.88 V,,,22 %,92 °C,,,,,661 rpm,,,,,,,,2 m
0.88 V,-4 %,0.87 V,,,22 %,92 °C,,,,,668 rpm,,,,,,,,2 m
0.87 V,-4 %,0.86 V,,,22 %,92 °C,,,,,654 rpm,,,,,,,,2 m
0.86 V,-4 %,0.85 V,,,22 %,92 °C,,,,,651 rpm,,,,,,,,2 m
0.85 V,-5 %,0.84 V,,,22 %,92 °C,,,,,654 rpm,,,,,,,,2 m
0.83 V,-5 %,0.82 V,,,22 %,92 °C,,,,,670 rpm,,,,,,,,2 m
0.82 V,-5 %,0.80 V,,,22 %,92 °C,,,,,673 rpm,,,,,,,,2 m
0.80 V,-5 %,0.78 V,,,22 %,92 °C,,,,,651 rpm,,,,,,,,2 m
0.78 V,-5 %,0.76 V,,,23 %,92 °C,,,,,634 rpm,,,,,,,,2 m
0.77 V,-6 %,0.71 V,,,23 %,92 °C,,,,,670 rpm,,,,,,,,2 m
0.73 V,-6 %,0.62 V,,,24 %,92 °C,,,,,645 rpm,,,,,,,,2 m
0.67 V,-6 %,0.10 V,,,24 %,92 °C,,,,,672 rpm,,,,,,,,2 m
0.66 V,-7 %,0.06 V,,,24 %,92 °C,,,,,643 rpm,,,,,,,,2 m
0.60 V,-7 %,0.06 V,,,24 %,92 °C,,,,,670 rpm,,,,,,,,2 m
